38,59
1,87
17,84
1,75
8,87
15,73
2,90
5,65
6,85
8,66
10,82
8,91
2,93
7,82
7,87
0,72
6,79
20,87
3,91
20,85
16,67
10,92
9,81
15,80
4,69
3,72
9,70
9,89
18,94
0,92
2,66
11,71
14,73
1,95
15,88
3,83
6,93
13,77
16,67
1,78
13,77
0,84
16,93
16,93
13,92
8,93
4,82
10,86
11,83
10,82
16,67
12,74
13,89
14,90
11,68
11,89
9,77
17,67
18,86
12,89
1,94
5,86
7,93
8,72
1,89
18,91
20,69
19,89
8,84
12,72
5,84
2,73
1,76
20,92
11,91
1,95
16,78
19,86
2,73
6,71
6,79
78,78
80,80
81,86
73,72
75,76
84,88
85,76
88,88
75,79
80,79
85,73
79,70
72,74
85,87
88,89
81,73
82,71
75,84
75,74
81,83
70,74
81,86
87,76
73,78
90,77
84,75
81,71
87,81
71,83
73,84
82,76
77,76
72,71
82,80
78,84
78,78
75,84
78,71
74,80
82,88
81,90
76,78
82,88
81,71
83,82
77,81
84,71
75,87
79,90
77,80
76,89
88,75
76,89
70,82
89,90
72,90
88,74
89,81
80,73
77,75
88,90
75,82
75,82
79,71
73,90
86,72
72,78
79,87
82,85
74,76
80,74
77,79
81,87
81,81
86,75
77,75
74,89
73,88
88,87
71,78
28,60
28,55
34,47
27,50
37,57
32,42
27,44
30,53
25,42
38,42
32,43
33,40
33,41
37,44
33,49
26,46
39,43
36,56
31,50
27,59
39,55
39,44
32,46
33,57
37,41
26,59
29,60
30,44
32,55
34,44
39,45
27,51
38,59
33,50
33,42
31,54
32,52
26,46
38,58
33,46
35,45
32,42
39,45
34,54
34,48
28,47
27,50
35,57
37,57
32,47
36,40
38,49
38,47
35,50
26,55
35,53
29,48
37,55
33,46
37,55
35,55
31,58
31,54
33,46
27,46
27,50
33,43
28,42
39,51
35,59
40,49
32,60
36,45
29,46
36,45
29,60
36,50
37,42
34,60
36,58
32,59
35,51
27,47
33,42
36,57
34,49
38,53
28,59
28,59
28,43
29,42
35,57
38,40
37,60
36,52
31,52
36,60
31,44
37,42
34,50
36,57
33,53
39,49
35,50
27,58
25,55
31,59
36,58
35,55
27,52
32,58
33,42
27,58
33,56
34,58
27,50
38,51
39,41
38,51
32,59
11,78
6,91
10,80
14,75
13,72
7,83
12,89
9,94
8,79
4,71
5,77
2,81
14,87
14,81
4,89
14,82
11,81
6,80
13,83
9,82
11,91
5,82
8,93
9,81
7,72
2,73
13,87
6,76
2,85
9,71
2,93
3,94
1,88
5,73
3,78
11,90
14,82
12,77
0,73
6,71
4,93
1,79
12,89
9,88
7,79
7,86
14,84
7,77
0,76
11,78
13,80
0,91
5,79
9,86
13,84
10,88
8,92
10,86
2,91
6,84
4,74
6,72
3,70
4,89
9,93
1,81
14,79
7,81
6,81
7,81
11,70
13,70
8,78
2,75
14,94
11,81
9,81
12,80
5,85
1,72
2,76
11,87
13,75
9,92
10,86
3,88
3,92
7,86
6,86
9,70
14,92
1,94
10,84
10,74
9,87
1,76
7,88
11,73
4,74
4,91
82,86
79,85
83,90
75,90
83,79
83,81
83,88
79,85
80,75
80,79
77,83
83,77
76,92
79,78
84,80
76,85
77,89
79,80
80,89
84,95
76,78
77,84
80,90
82,88
82,76
82,82
75,95
76,88
81,93
77,91
83,77
83,83
79,80
80,86
76,77
81,75
81,78
77,79
78,84
83,81
80,82
80,77
78,93
79,91
78,92
83,94
83,86
75,84
81,84
77,77
79,95
83,92
75,86
85,89
80,95
83,77
75,75
83,91
81,79
79,81
85,43
87,41
87,43
86,39
86,40
86,40
87,43
85,41
87,40
88,40
89,43
86,43
89,42
86,43
89,44
89,40
88,43
86,40
87,42
88,43
88,43
88,41
86,42
87,39
88,43
89,42
88,41
88,41
88,39
85,41
87,40
90,40
87,41
88,40
88,38
89,42
86,41
86,43
88,42
85,41
